global_rank,daily_tier,daily_priority_score,node_id,lat,lon,connected_way_names,connected_highway_tags,degree_merged,intersection_priority,visibility_score,sign_value,route_bucket,priority_reason,canvass_order,suggested_day,recommended_action
1,S,130,-80895256:44577267,44.577267,-80.8952565,28th Avenue East | 16th Street East | Highway 26,tertiary | secondary | primary,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
2,S,130,-80898052:44576910,44.5769102,-80.8980521,16th Street East | 27th Avenue East,primary | residential,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
3,S,130,-80907702:44575784,44.5757839,-80.9077024,20th Avenue East | 16th Street East,unclassified | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
4,S,130,-80913024:44575155,44.5751546,-80.9130237,18th Avenue East | 16th Street East,tertiary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
5,S,130,-80913041:44575246,44.5752455,-80.9130408,18th Avenue East | 16th Street East,unclassified | tertiary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
6,S,130,-80913182:44575143,44.5751429,-80.9131816,16th Street East | 18th Avenue East,primary | tertiary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
7,S,130,-80913194:44575226,44.5752263,-80.9131942,18th Avenue East | 16th Street East,unclassified | primary | tertiary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
8,S,130,-80916294:44574780,44.5747796,-80.9162939,16th Street East | 16th Avenue East,primary | tertiary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
9,S,130,-80916306:44574852,44.5748516,-80.9163064,16th Street East | 16th Avenue East,primary | tertiary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
10,S,130,-80916382:44574771,44.5747707,-80.9163821,16th Avenue East | 16th Street East,tertiary | primary | unclassified,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
11,S,130,-80916407:44574843,44.5748427,-80.9164072,16th Avenue East | 16th Street East,tertiary | primary | unclassified,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
12,S,130,-80920123:44601718,44.6017183,-80.9201229,East Bayshore Road | 32nd Street East | East Bay Shore Road,secondary | unclassified,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
13,S,130,-80923227:44573943,44.5739428,-80.9232266,12th Avenue East | 16th Street East | 12th Avenue E,unclassified | primary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
14,S,130,-80923245:44574048,44.574048,-80.9232446,12th Avenue E | 16th Street East,unclassified | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
15,S,130,-80925775:44558404,44.558404,-80.9257748,Superior Street | 9th Avenue East | Highway 6/10,residential | primary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 1,visit first; highest sign ask potential
16,S,130,-80926579:44561878,44.5618779,-80.9265788,6th Street East | 9th Avenue East,secondary | unclassified | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 2,visit first; highest sign ask potential
17,S,130,-80926898:44573859,44.5738586,-80.9268984,9th Avenue East | 16th Street East,tertiary | residential | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 2,visit first; highest sign ask potential
18,S,130,-80927015:44563757,44.5637568,-80.9270151,7th Street East | 9th Avenue East,residential | unclassified | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 2,visit first; highest sign ask potential
19,S,130,-80927460:44565648,44.5656475,-80.9274605,8th Street East | 9th Avenue East,secondary | tertiary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,1,Day 2,visit first; highest sign ask potential
20,S,130,-80927615:44572021,44.5720207,-80.9276148,15th Street A East | 9th Avenue East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,1,Day 2,visit first; highest sign ask potential
21,A,130,-80927641:44566396,44.5663963,-80.9276413,9th Avenue East | 8th Street A East,primary | residential,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
22,A,130,-80927918:44567541,44.5675405,-80.9279175,9th Street East | 9th Avenue East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
23,A,130,-80928281:44569424,44.5694244,-80.9282813,10th Street East | 9th Avenue East | 9th Street East,primary | tertiary,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
24,A,130,-80928301:44569520,44.56952,-80.9283005,9th Avenue East | 10th Street East | 9th Street East,primary | tertiary,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
25,A,130,-80928444:44569964,44.569964,-80.9284441,15th Street East | 9th Avenue East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
26,A,130,-80930454:44569249,44.5692488,-80.930454,8th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
27,A,130,-80931194:44569172,44.5691719,-80.931194,8th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
28,A,130,-80933072:44568910,44.5689099,-80.9330716,7th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
29,A,130,-80933093:44569005,44.5690054,-80.9330927,7th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
30,A,130,-80934433:44568804,44.5688037,-80.9344327,10th Street East | 6th Avenue East,primary | residential,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 2,visit early; good sign ask potential
31,A,130,-80934741:44578366,44.5783659,-80.9347409,3rd Avenue East | 18th Street East | 4th Avenue East,secondary | unclassified | residential,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
32,A,130,-80937724:44568371,44.5683714,-80.9377238,5th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
33,A,130,-80939556:44568148,44.5681479,-80.939556,4th Avenue East | 10th Street East,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
34,A,130,-80940335:44569726,44.5697259,-80.9403345,11th Street East | 3rd Avenue East,residential | secondary | unclassified,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
35,A,130,-80940907:44546275,44.5462749,-80.9409075,2nd Avenue SE | 1st Street SW | 2nd Avenue East,secondary | tertiary,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
36,A,130,-80940966:44566052,44.5660518,-80.9409664,9th Street East | 3rd Avenue East,tertiary | unclassified | secondary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
37,A,130,-80941408:44567930,44.5679303,-80.9414077,3rd Avenue East | 10th Street East,secondary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
38,A,130,-80941538:44560146,44.5601464,-80.941538,6th Street East | 2nd Avenue East | 5th Street A East,secondary | tertiary | residential,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
39,A,130,-80943232:44567723,44.5677225,-80.9432324,2nd Avenue East | 10th Street East,unclassified | tertiary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
40,A,130,-80943931:44567654,44.5676543,-80.943931,1st Avenue East | 10th Street East | 10th Street West,unclassified | primary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
41,A,130,-80944574:44567585,44.567585,-80.9445738,1st Avenue West | 10th Street West,unclassified | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
42,A,130,-80946131:44567401,44.5674013,-80.9461314,2nd Avenue West | 10th Street West,tertiary | secondary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
43,A,130,-80947472:44573374,44.5733744,-80.947472,Eddy Sargeant Parkway | 2nd Avenue West | 14th Street West,secondary | residential | tertiary,3,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
44,A,130,-80947794:44567218,44.5672177,-80.9477944,3rd Avenue West | 10th Street West,residential | primary,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
45,A,130,-80949441:44567031,44.5670305,-80.9494409,4th Avenue West | 10th Street West,residential | tertiary | primary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 3,visit early; good sign ask potential
46,A,130,-80953599:44567032,44.5670324,-80.9535993,10th Street West | 6th Avenue West,primary | residential,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
47,A,130,-80957366:44566667,44.5666666,-80.9573662,10th Street West | 7th Avenue West,primary | residential | unclassified,2,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
48,A,130,-80959586:44566408,44.5664077,-80.9595858,10th Street West | 8th Avenue West,primary | tertiary,2,A,100,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
49,A,130,-80918084:44581758,44.5817581,-80.9180844,20th Street East | 23rd Street East | 16th Avenue East,tertiary | unclassified,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
50,A,130,-80943805:44565707,44.5657066,-80.9438049,1st Avenue East | 9th Street East | 9th Street W,unclassified | tertiary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
51,A,130,-80944659:44545881,44.5458807,-80.9446594,4th Avenue SW | 4th Avenue West | 1st Street SW,residential | tertiary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
52,A,130,-80945409:44558217,44.5582165,-80.9454095,6th Street West | Moores Hill | 2nd Avenue West,tertiary | residential,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
53,A,130,-80946395:44553496,44.5534956,-80.9463955,4th Avenue West | 3rd Street West | 4th Avenue W,tertiary | residential,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
54,A,130,-80946429:44553642,44.5536419,-80.9464288,4th Avenue West | Beattie Street | 4th Avenue W,tertiary | residential,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
55,A,130,-80951427:44574887,44.5748871,-80.9514271,3rd Avenue West | 4th Avenue West | 15th Street West,residential | tertiary,3,A,100,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
56,A,130,-80914596:44567155,44.5671551,-80.9145964,8th Street East | 16th Avenue East,secondary | tertiary,2,A,98,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
57,A,130,-80923885:44592961,44.5929614,-80.9238849,East Bay Shore Road | 3rd Avenue East,secondary | tertiary,2,A,98,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
58,A,130,-80940533:44564163,44.564163,-80.9405331,8th Street East | 3rd Avenue East,tertiary | secondary,2,A,98,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
59,A,130,-80947631:44579890,44.5798895,-80.9476309,Eddy Sargeant Parkway | 19th Street West,secondary | tertiary,2,A,98,high,highest visibility corner,two+ higher-order roads; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
60,A,128,-80893529:44569564,44.5695638,-80.8935286,28th Avenue East | 8th Street East,secondary | unclassified,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 4,visit early; good sign ask potential
61,A,128,-80894728:44574911,44.5749112,-80.8947282,28th Avenue East | 15th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
62,A,128,-80922892:44566176,44.5661762,-80.9228918,8th Street East | 11th Avenue East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
63,A,128,-80923723:44594879,44.5948788,-80.9237231,28th Street East | East Bay Shore Road,unclassified | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
64,A,128,-80924157:44566035,44.5660351,-80.9241573,10th Avenue East | 8th Street East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
65,A,128,-80925039:44565940,44.5659396,-80.9250387,9th Avenue A East | 8th Street East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
66,A,128,-80928704:44561626,44.5616259,-80.928704,6th Street East | 8th Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
67,A,128,-80931376:44561309,44.5613089,-80.9313762,6th Street East | 7th Avenue East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
68,A,128,-80931876:44561250,44.5612497,-80.9318757,6th Street East | 7th Avenue East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
69,A,128,-80935689:44576736,44.5767357,-80.9356887,3rd Avenue East | 17th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
70,A,128,-80936108:44576096,44.5760962,-80.9361079,16th Street East | 3rd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,2,Day 5,visit early; good sign ask potential
71,B,128,-80936428:44575613,44.5756127,-80.9364281,3rd Avenue East | 15th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 5,visit when nearby; flyer first
72,B,128,-80936868:44560684,44.5606842,-80.9368684,6th Street East | 5th Avenue East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 5,visit when nearby; flyer first
73,B,128,-80936918:44574897,44.574897,-80.9369175,14th Street East | 3rd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 5,visit when nearby; flyer first
74,B,128,-80937863:44560573,44.5605728,-80.9378634,6th Street East | 4th Avenue East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 5,visit when nearby; flyer first
75,B,128,-80938097:44573164,44.5731642,-80.9380969,13th Street East | 3rd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 5,visit when nearby; flyer first
76,B,128,-80939196:44571464,44.5714636,-80.9391965,12th Street East | 3rd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
77,B,128,-80939594:44551477,44.5514773,-80.9395937,1st Street East | 2nd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
78,B,128,-80939623:44551593,44.5515929,-80.9396227,1st Street West | 2nd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
79,B,128,-80939689:44560367,44.5603665,-80.9396889,3rd Avenue East | 6th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
80,B,128,-80939738:44552108,44.5521082,-80.9397381,2nd Avenue East | 2nd Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
81,B,128,-80939767:44552225,44.5522245,-80.9397668,2nd Avenue East | 2nd Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
82,B,128,-80940119:44562262,44.5622615,-80.9401188,3rd Avenue East | 7th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
83,B,128,-80940264:44554335,44.554335,-80.9402645,2nd Avenue East | Beattie Street,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
84,B,128,-80940411:44555053,44.5550534,-80.9404115,3rd Street West | 2nd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
85,B,128,-80940642:44556122,44.5561218,-80.9406423,2nd Avenue East | 2nd Avenue West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
86,B,128,-80940735:44556550,44.5565501,-80.9407346,2nd Avenue East | 4th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
87,B,128,-80940820:44556953,44.5569532,-80.9408197,4th Street West | 2nd Avenue East,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
88,B,128,-80940935:44557463,44.5574631,-80.9409347,2nd Avenue East | 4th Street A East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
89,B,128,-80941069:44558033,44.5580327,-80.9410686,2nd Avenue East | 4th Street B East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
90,B,128,-80941106:44558223,44.5582225,-80.9411061,2nd Avenue East | 5th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 6,visit when nearby; flyer first
91,B,128,-80941280:44558913,44.5589127,-80.9412797,2nd Avenue East | 5th Street East,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
92,B,128,-80944463:44593000,44.5930002,-80.9444635,3rd Avenue West | 29th Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
93,B,128,-80944855:44591731,44.591731,-80.9448553,3rd Avenue West | 28th Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
94,B,128,-80945155:44590538,44.5905382,-80.9451555,3rd Avenue West | 27th Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
95,B,128,-80945546:44589289,44.5892892,-80.9455464,26th Street West | 3rd Avenue West,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
96,B,128,-80946375:44586850,44.5868503,-80.946375,3rd Avenue West | 24th Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
97,B,128,-80946526:44569199,44.5691994,-80.9465261,11th Street West | 2nd Avenue West,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
98,B,128,-80946959:44584918,44.5849177,-80.9469588,3rd Avenue West | 23rd Street West,secondary | residential,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
99,B,128,-80947060:44571563,44.5715629,-80.9470603,12th Street West | 2nd Avenue West,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
100,B,128,-80947250:44572445,44.5724453,-80.9472496,13th Street West | 2nd Avenue West,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
101,B,128,-80947289:44572614,44.5726143,-80.9472892,13th Street West | 2nd Avenue West,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
102,B,128,-80947973:44581104,44.5811043,-80.9479728,20th Street West | Eddy Sargeant Parkway,residential | secondary,2,A,98,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
103,B,126,-80921073:44570273,44.5702728,-80.9210727,Lamson Crescent | 10th Street East,residential | tertiary,3,A,96,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
104,B,119,-80919513:44590747,44.5907467,-80.9195133,9th Avenue East | 26th Street East,tertiary | unclassified | residential,2,A,89,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
105,B,116,-80895599:44578622,44.5786216,-80.8955987,28th Avenue East | 17th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 7,visit when nearby; flyer first
106,B,116,-80896098:44580689,44.5806887,-80.8960981,28th Avenue East | 18th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
107,B,116,-80896933:44584145,44.5841448,-80.8969331,20th Street East | 28th Avenue East,tertiary | unclassified,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
108,B,116,-80907825:44582921,44.5829213,-80.9078247,23rd Street East | 20th Street East,unclassified | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
109,B,116,-80916064:44573609,44.573609,-80.9160637,16th Avenue East | 14th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
110,B,116,-80916663:44576129,44.5761289,-80.9166626,17th Street East | 16th Avenue East,unclassified | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
111,B,116,-80918389:44593696,44.5936957,-80.9183895,28th Street East | 9th Avenue East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
112,B,116,-80918670:44592949,44.5929491,-80.9186702,27th Street East | 9th Avenue East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
113,B,116,-80919801:44589993,44.5899929,-80.9198014,9th Avenue East | 25th Street A East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
114,B,116,-80920273:44588810,44.5888098,-80.920273,9th Avenue East | 25th Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
115,B,116,-80921043:44586818,44.5868175,-80.9210433,9th Avenue East | 23rd Street A East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
116,B,116,-80921295:44586184,44.586184,-80.9212955,9th Avenue East | 23rd Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
117,B,116,-80921477:44585688,44.5856883,-80.9214771,9th Avenue East | 22nd Street B East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
118,B,116,-80921686:44585117,44.5851166,-80.9216864,9th Avenue East | 22nd Street A East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
119,B,116,-80921895:44584546,44.5845459,-80.9218954,9th Avenue East | 22nd Street East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
120,B,116,-80921941:44584423,44.5844227,-80.9219405,Bayfield | 9th Avenue East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 8,visit when nearby; flyer first
121,B,116,-80921947:44570184,44.5701835,-80.9219473,Lamson Crescent | 10th Street East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
122,B,116,-80922659:44583296,44.5832964,-80.9226593,9th Avenue East | Bayfield,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
123,B,116,-80923802:44569975,44.5699752,-80.923802,11th Avenue East | 10th Street East,residential | tertiary,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
124,B,116,-80924066:44581336,44.5813356,-80.9240659,20th Street East | 9th Avenue East,tertiary | residential,2,B,86,high,highest visibility corner,higher-order to neighbourhood connector; multiple street-front exposures,3,Day 9,visit when nearby; flyer first
